,scatter energy,scatter locations,absorption energies,absorption locations
21,0.426114,"[-316.613, 81.9293, 233.331]",0.239715,"[-288.345, -112.618, 203.173]"
22,0.426306,"[321.634, -115.303, 126.381]",0.23963,"[284.371, 88.507, 213.789]"
23,0.391078,"[-64.6926, -121.465, 999.497]",0.264372,"[-160.935, -71.9562, 995.018]"
24,0.348711,"[-4.05186, -91.6425, 1018.67]",0.304751,"[-108.62, -27.1661, 952.308]"
25,0.333929,"[335.782, 182.273, 195.745]",0.32633,"[36.9831, -148.144, 958.01]"
26,0.19861,"[312.519, -93.832, 263.927]",0.465357,"[134.433, -0.921825, 958.668]"
27,0.415845,"[115.437, -54.0859, 998.716]",0.252511,"[52.565, -147.369, 1017.38]"
28,0.356892,"[32.8973, -111.882, 960.29]",0.31455,"[91.6018, -33.6883, 981.153]"
29,0.463069,"[-246.421, -111.029, 195.093]",0.199139,"[224.924, -127.418, 211.151]"
30,0.446526,"[-270.083, -192.242, 178.651]",0.2074,"[271.193, -186.781, 168.03]"
31,0.441451,"[-288.406, 91.7145, 225.635]",0.218768,"[-242.988, -98.2243, 206.075]"
32,0.430251,"[-64.9804, -118.307, 1005.67]",0.234485,"[-119.056, -65.868, 952.495]"
33,0.332221,"[-45.8327, -161.835, 959.809]",0.328904,"[-142.318, -69.3919, 1025.45]"
34,0.308134,"[229.346, 163.615, 212.183]",0.353803,"[-0.336125, 193.929, 970.162]"
35,0.194915,"[317.892, 188.203, 253.907]",0.468912,"[181.923, -21.5929, 956.085]"
36,0.379747,"[-18.6941, -93.7075, 969.603]",0.273388,"[56.467, 129.608, 969.408]"
37,0.295309,"[235.182, -123.007, 209.504]",0.369772,"[2.19518, -225.076, 952.637]"
38,0.412665,"[68.4899, -125.24, 998.511]",0.255674,"[142.715, -54.6702, 952.876]"
39,0.42172,"[317.597, 95.6314, 187.922]",0.242796,"[289.901, -97.6939, 154.758]"
40,0.430064,"[-248.006, -151.344, 187.723]",0.228332,"[264.632, -190.934, 223.814]"
41,0.294388,"[-219.499, 135.553, 214.205]",0.375034,"[3.05841, 117.601, 955.054]"
42,0.394723,"[-81.3528, -5.38521, 1021.94]",0.264365,"[-21.171, 118.395, 988.841]"
43,0.33745,"[-107.854, -47.8569, 950.555]",0.317537,"[124.976, -65.3402, 1025.81]"
44,0.420906,"[-256.987, 100.131, 213.914]",0.240789,"[-290.384, -104.73, 236.99]"
45,0.420832,"[91.3395, -12.4791, 1045.27]",0.234781,"[38.3362, 103.97, 952.839]"
46,0.321877,"[-284.987, -196.983, 233.397]",0.341687,"[3.05491, -188.43, 980.767]"
47,0.404546,"[-7.07192, -78.6391, 975.315]",0.257472,"[-81.3682, -17.9608, 962.66]"
48,0.180384,"[230.89, -129.92, 223.225]",0.491439,"[-43.233, -199.429, 954.458]"
49,0.378109,"[-37.3031, 104.601, 983.405]",0.278053,"[-111.879, 58.5358, 980.523]"
50,0.364154,"[57.1617, -134.43, 971.148]",0.293495,"[105.956, -56.7925, 994.714]"
51,0.427264,"[56.3036, 117.293, 1045.09]",0.236583,"[-27.451, -88.3148, 1033.06]"
52,0.46606,"[225.991, -155.842, 223.521]",0.188191,"[-244.98, -201.714, 207.989]"
53,0.282829,"[-285.777, 148.228, 279.842]",0.382286,"[-166.383, -25.0815, 989.67]"
54,0.352256,"[56.1339, -134.442, 1034.31]",0.317813,"[106.052, -36.9842, 991.531]"
55,0.434344,"[-240.507, -194.296, 201.613]",0.222113,"[231.82, -185.999, 210.042]"
56,0.162721,"[-278.386, 113.224, 247.019]",0.508295,"[-165.571, -21.7698, 954.681]"
57,0.418131,"[-110.212, 56.836, 953.568]",0.23538,"[95.1426, -23.6001, 1004.84]"
58,0.45231,"[-250.333, -172.181, 187.462]",0.210286,"[230.862, -110.68, 206.81]"
59,0.361008,"[-79.3182, -9.14966, 953.191]",0.300992,"[20.2719, -88.2282, 961.875]"
60,0.419831,"[261.868, 116.55, 238.308]",0.244967,"[321.515, -83.4141, 187.239]"
61,0.365034,"[49.7601, -111.039, 962.462]",0.297008,"[117.239, -32.9088, 988.145]"
62,0.333446,"[-12.8747, -83.7287, 993.723]",0.336695,"[82.5637, -10.0345, 957.254]"
63,0.462732,"[-349.809, 100.671, 181.088]",0.204717,"[-340.385, -84.5209, 201.659]"
64,0.430307,"[-333.402, 139.893, 140.926]",0.236554,"[-336.788, -85.0929, 194.39]"
65,0.230709,"[244.95, -145.217, 233.373]",0.430945,"[9.03129, -193.488, 960.466]"
66,0.353633,"[50.4914, 101.139, 990.471]",0.310866,"[86.0069, 30.586, 962.409]"
67,0.422397,"[-101.998, -37.5612, 1048.05]",0.237173,"[3.59971, -78.8488, 988.491]"
68,0.377183,"[136.853, 67.7215, 1032.8]",0.280042,"[30.2442, 130.041, 961.464]"
69,0.455028,"[-319.024, 125.885, 121.913]",0.198462,"[-307.744, -124.43, 130.382]"
70,0.402965,"[17.2104, -88.8506, 1001.0]",0.26488,"[109.805, -40.751, 996.679]"
71,0.410768,"[250.613, -119.502, 232.098]",0.245092,"[-240.465, -147.248, 206.432]"
72,0.419745,"[287.239, 97.3605, 248.089]",0.240336,"[240.429, -132.004, 218.836]"
73,0.441649,"[241.089, 103.668, 196.489]",0.222635,"[-309.459, 143.191, 145.904]"
74,0.430935,"[-262.564, 93.107, 220.238]",0.237848,"[-269.187, -97.1695, 187.964]"
75,0.413007,"[94.8792, 35.4437, 1003.12]",0.243879,"[17.0966, 80.6347, 980.573]"
76,0.337379,"[60.3254, 134.839, 1005.13]",0.319736,"[153.259, 62.6514, 1018.31]"
77,0.423706,"[-284.054, -92.5269, 236.292]",0.243648,"[-272.364, 89.3352, 197.335]"
78,0.352248,"[107.884, 53.9311, 1023.31]",0.305199,"[57.0584, 142.154, 975.827]"
79,0.403808,"[23.7381, -86.7169, 977.108]",0.265882,"[12.5918, 88.3461, 981.899]"
80,0.454588,"[-288.054, -155.62, 286.335]",0.212738,"[297.944, -179.784, 135.295]"
81,0.410651,"[-29.1529, 87.08, 1004.07]",0.254001,"[-21.8564, -98.0679, 961.664]"
82,0.330332,"[-18.5409, -81.4622, 1044.88]",0.339025,"[-79.5577, -13.2212, 1019.16]"
83,0.203698,"[-362.553, -143.007, 210.673]",0.461957,"[-2.62595, -155.102, 968.53]"
84,0.391031,"[134.671, -28.4312, 1022.59]",0.280264,"[45.8687, -104.015, 1025.99]"
85,0.311724,"[40.9283, 101.273, 964.08]",0.351659,"[102.875, -31.4065, 1016.84]"
86,0.359825,"[-33.8922, -138.445, 975.933]",0.298666,"[-142.947, -60.372, 990.469]"
87,0.167682,"[373.342, 204.129, 200.991]",0.499773,"[-20.9284, 136.028, 961.964]"
88,0.449182,"[-251.774, 111.042, 182.488]",0.219767,"[283.883, -202.916, 238.162]"
89,0.460863,"[308.531, -82.5782, 234.526]",0.201202,"[-301.004, -134.267, 273.245]"
90,0.276851,"[-299.512, -86.389, 240.691]",0.382286,"[-145.773, 44.8809, 990.467]"
91,0.361788,"[-155.145, -54.3324, 1050.59]",0.300196,"[-42.5506, -104.978, 991.344]"
92,0.438348,"[-242.606, -151.113, 192.791]",0.227124,"[310.084, -144.301, 131.752]"
93,0.299276,"[271.776, -210.469, 218.396]",0.354021,"[180.117, -34.1767, 1009.98]"
94,0.340181,"[-258.129, 122.967, 226.564]",0.323645,"[89.7816, -5.44657, 982.601]"
95,0.373192,"[-30.6263, 102.251, 1026.99]",0.297522,"[-95.2817, -21.8335, 979.863]"
96,0.356967,"[-82.3277, -0.959337, 979.516]",0.29541,"[89.5014, -1.26484, 1009.94]"
97,0.414972,"[-20.3805, 83.0238, 1003.56]",0.252069,"[-97.3233, 40.0959, 976.654]"
98,0.458912,"[315.024, 109.746, 153.336]",0.198538,"[299.656, -131.966, 138.314]"
99,0.459315,"[-279.637, -177.732, 160.326]",0.198439,"[278.628, -136.336, 252.353]"
100,0.357463,"[97.7839, -27.5973, 995.096]",0.310434,"[56.5736, -129.447, 1026.7]"
101,0.423503,"[-111.5, -35.9175, 965.526]",0.237756,"[-34.6754, -127.724, 1027.93]"
102,0.401539,"[-171.76, -21.0598, 1010.92]",0.250855,"[-63.8014, -183.024, 1035.67]"
103,0.315147,"[19.2494, 81.3412, 1017.32]",0.348434,"[-33.2318, -130.589, 949.832]"
104,0.407274,"[100.948, -16.0642, 1023.6]",0.257974,"[19.0049, -89.981, 1010.06]"
105,0.442984,"[-319.807, 83.8136, 247.256]",0.211227,"[-305.518, -91.5654, 161.318]"
106,0.403149,"[-168.794, -49.7907, 963.916]",0.262658,"[-38.8738, -170.286, 981.882]"
107,0.344047,"[-241.395, 123.099, 221.341]",0.325507,"[136.997, -53.9653, 963.855]"
108,0.367954,"[-17.6032, 88.892, 1039.44]",0.289329,"[-129.154, 57.5297, 963.788]"
109,0.286113,"[363.21, -206.45, 190.223]",0.378433,"[106.491, 28.3721, 960.128]"
110,0.369744,"[-28.0545, -92.8953, 960.6]",0.29133,"[-20.7113, 102.931, 1001.5]"
111,0.46308,"[-252.523, 94.6977, 196.057]",0.194483,"[225.109, 133.018, 208.166]"
112,0.271424,"[-232.856, 123.006, 208.386]",0.384457,"[-175.735, -55.3475, 952.71]"
113,0.348454,"[56.4713, 123.312, 1042.77]",0.304035,"[42.5697, -105.0, 956.107]"
114,0.310435,"[237.985, -185.618, 208.971]",0.359706,"[-131.344, -59.0604, 980.141]"
115,0.281992,"[299.039, 113.545, 260.438]",0.380129,"[155.647, 18.2478, 971.508]"
116,0.453162,"[245.852, 98.1048, 192.152]",0.202674,"[-262.385, 150.207, 180.102]"
117,0.400823,"[63.0116, 163.115, 1008.2]",0.2639,"[146.75, 59.5316, 1003.02]"
118,0.430488,"[-263.696, -81.8997, 180.996]",0.233175,"[235.648, -140.877, 219.668]"
119,0.357019,"[94.1932, 15.931, 952.996]",0.30494,"[22.0543, -134.204, 969.004]"
120,0.254821,"[-251.326, -112.412, 219.715]",0.411532,"[150.702, -20.8845, 963.528]"
121,0.357242,"[40.0708, 144.258, 1010.3]",0.307007,"[98.6989, 30.0712, 953.075]"
122,0.412453,"[-186.042, 49.2441, 954.786]",0.247165,"[-70.9411, 171.682, 984.75]"
123,0.432922,"[262.866, -91.3688, 189.008]",0.238078,"[292.883, 90.046, 159.944]"
124,0.425098,"[-97.5512, -39.922, 1006.94]",0.244248,"[-38.0637, -102.386, 981.438]"
125,0.270245,"[-263.344, 82.4188, 186.799]",0.401081,"[-175.285, -3.3831, 956.241]"
126,0.32453,"[-46.9752, -134.5, 1002.76]",0.32976,"[-89.7066, -15.179, 1003.33]"
127,0.334652,"[27.44, 133.976, 990.209]",0.323021,"[99.8415, 12.3132, 997.902]"
128,0.35922,"[-91.222, -27.7735, 1029.52]",0.308126,"[-25.1471, -82.7773, 990.576]"
129,0.247237,"[223.856, -165.268, 214.377]",0.422305,"[-19.2396, 161.158, 984.568]"
130,0.321722,"[-264.082, -145.195, 231.141]",0.345018,"[-50.2736, 155.655, 971.43]"
131,0.458508,"[-306.412, -177.913, 133.337]",0.198286,"[244.383, -200.644, 218.013]"
132,0.350746,"[50.5199, 128.507, 973.477]",0.303335,"[135.263, 53.5878, 986.081]"
133,0.356456,"[93.5915, -26.4978, 953.493]",0.298656,"[-83.0127, 2.68067, 986.956]"
134,0.337029,"[37.6959, 97.0008, 1008.9]",0.334513,"[110.392, 27.8807, 967.846]"
135,0.352203,"[115.701, 64.327, 950.422]",0.308961,"[44.7798, 97.6963, 972.828]"
136,0.305914,"[-257.728, -183.848, 197.302]",0.359764,"[-202.844, -34.6726, 967.631]"
137,0.443122,"[-306.064, 89.8115, 238.327]",0.226902,"[-287.847, -92.8731, 224.11]"
138,0.355523,"[-29.8131, -93.6564, 1006.72]",0.302186,"[-100.275, -47.7163, 1011.64]"
139,0.466317,"[-322.106, 90.0061, 164.848]",0.187267,"[-310.537, -79.8178, 224.809]"
140,0.339493,"[47.1726, 104.21, 1003.88]",0.313156,"[113.629, 47.2224, 981.702]"
141,0.378843,"[10.0126, -180.426, 1026.51]",0.284046,"[120.053, -54.2607, 968.338]"
142,0.26861,"[-259.458, -121.153, 212.223]",0.397242,"[-166.849, -39.5951, 986.58]"
143,0.435698,"[314.273, -81.0958, 181.699]",0.232178,"[236.404, 124.083, 216.911]"
144,0.340303,"[46.1929, 96.4192, 971.558]",0.321991,"[113.418, 47.9807, 976.265]"
145,0.467647,"[258.307, -109.297, 208.355]",0.190649,"[-273.006, -97.5719, 235.194]"
146,0.446226,"[273.024, -92.1656, 161.415]",0.208967,"[-274.062, -187.787, 161.653]"
147,0.350446,"[110.372, 41.3647, 990.362]",0.301735,"[64.3738, 126.042, 999.246]"
148,0.292572,"[281.898, -125.988, 273.754]",0.369381,"[36.0873, -187.766, 965.752]"
149,0.436485,"[297.794, 85.0403, 227.161]",0.229814,"[256.905, -93.5866, 205.252]"
150,0.33923,"[-68.7619, 166.236, 950.98]",0.330796,"[-176.993, 67.2219, 987.208]"
151,0.431016,"[-292.752, -83.8056, 209.748]",0.229731,"[-262.113, 83.0422, 192.311]"
152,0.231666,"[312.963, 115.59, 180.727]",0.438468,"[103.214, 39.3552, 952.661]"
153,0.293675,"[-263.673, -86.5703, 171.966]",0.368111,"[-148.184, -64.0275, 955.622]"
154,0.420917,"[-159.905, -66.7793, 994.279]",0.24156,"[4.3288, -82.0779, 1010.25]"
155,0.419335,"[355.106, 137.977, 164.605]",0.24357,"[363.79, -103.123, 184.526]"
156,0.277485,"[249.037, -125.114, 215.761]",0.386676,"[9.43101, -215.838, 989.98]"
157,0.292655,"[236.832, -132.329, 198.666]",0.364997,"[-31.3547, -155.957, 963.621]"
158,0.432426,"[-279.299, -97.1113, 170.949]",0.237833,"[-266.058, 116.038, 178.675]"
159,0.400864,"[-10.0718, -91.2546, 977.456]",0.266716,"[99.7378, 50.8698, 974.01]"
160,0.276212,"[-285.669, 92.3611, 205.781]",0.387622,"[120.998, -8.64652, 952.546]"
161,0.350497,"[-20.5456, 82.6774, 982.471]",0.3068,"[-85.8554, 9.69336, 954.411]"
162,0.335108,"[-243.597, -113.594, 192.208]",0.31696,"[-13.1023, 145.422, 960.95]"
163,0.408832,"[98.6803, -27.5932, 993.34]",0.261325,"[28.2926, -93.5638, 959.936]"
164,0.436662,"[234.936, -148.62, 211.757]",0.217427,"[-259.836, -131.396, 253.326]"
165,0.269396,"[352.648, 94.4315, 208.824]",0.383727,"[-49.4017, 175.54, 997.209]"
166,0.407529,"[-72.0196, -150.904, 1029.83]",0.257487,"[-149.786, -68.2076, 958.871]"
167,0.17487,"[291.761, -178.543, 284.304]",0.486592,"[-29.7294, 170.12, 959.413]"
168,0.271386,"[-276.156, -81.5462, 191.306]",0.382193,"[97.095, 29.1606, 966.006]"
169,0.290223,"[-251.193, -180.285, 241.063]",0.376026,"[-146.778, 33.9894, 983.793]"
170,0.41889,"[219.504, 150.72, 215.322]",0.250281,"[260.715, -95.341, 219.336]"
171,0.353908,"[-83.9155, -16.7574, 1023.54]",0.304875,"[-22.8023, 120.244, 970.63]"
172,0.429913,"[-64.4246, -159.625, 1026.27]",0.236427,"[-158.316, -68.7814, 1018.63]"
173,0.44883,"[320.088, 88.704, 196.069]",0.218359,"[247.942, -95.9766, 197.473]"
174,0.361486,"[-161.376, 50.471, 970.123]",0.307566,"[-64.6934, 138.11, 955.395]"
175,0.291363,"[284.461, -84.3708, 208.972]",0.374065,"[105.357, -36.9223, 967.13]"
176,0.455213,"[246.854, 94.052, 198.592]",0.19882,"[-240.636, 126.123, 204.226]"
177,0.444737,"[235.855, 154.914, 235.185]",0.223823,"[-276.834, -150.052, 167.609]"
178,0.361823,"[-37.4065, 92.801, 1010.01]",0.298574,"[-153.793, 66.8242, 955.887]"
179,0.331757,"[-93.6581, -5.06719, 1049.77]",0.329824,"[113.862, 62.6643, 965.643]"
180,0.34322,"[80.5113, 2.92198, 969.815]",0.315029,"[37.3211, -97.0754, 1048.59]"
181,0.385694,"[-110.163, -36.5837, 965.229]",0.277746,"[118.061, 58.6694, 973.935]"
182,0.316859,"[272.814, 207.775, 205.173]",0.349117,"[45.3456, 209.116, 1036.04]"
183,0.407683,"[27.3279, -84.7747, 1037.97]",0.261833,"[123.717, -32.287, 1034.86]"
184,0.197425,"[287.411, 104.269, 254.713]",0.461191,"[197.985, 28.1712, 1005.72]"
185,0.450541,"[298.198, 83.7096, 220.918]",0.203075,"[248.903, -85.9365, 188.769]"
186,0.361827,"[37.233, 143.247, 1016.19]",0.295385,"[78.9821, 9.57604, 955.94]"
187,0.381952,"[-87.3419, -35.0458, 968.943]",0.276264,"[93.6881, -37.6241, 985.787]"
188,0.303692,"[-237.542, 174.989, 211.946]",0.350687,"[162.456, 18.4333, 983.48]"
189,0.343076,"[12.4765, -80.7019, 1020.94]",0.309774,"[103.574, -49.2751, 974.339]"
190,0.329746,"[-47.8386, 97.637, 1014.95]",0.324452,"[-84.0444, 25.8629, 997.678]"
191,0.308503,"[247.189, 128.41, 207.151]",0.344548,"[-31.4638, 163.55, 954.042]"
192,0.348102,"[-0.953443, 81.0887, 955.329]",0.315891,"[120.123, 51.2341, 987.413]"
193,0.434856,"[297.513, 98.7442, 225.746]",0.236814,"[240.718, -118.01, 215.564]"
194,0.433868,"[-291.22, -94.863, 142.264]",0.233754,"[-266.316, 85.5023, 173.673]"
195,0.47169,"[-90.7188, -21.3812, 950.12]",0.19149,"[285.977, -202.447, 248.595]"
196,0.407424,"[-94.7873, -13.5567, 1035.96]",0.254977,"[-67.7762, -124.219, 1004.28]"
197,0.402634,"[48.4191, 106.017, 992.083]",0.261324,"[-4.13509, -102.758, 973.918]"
198,0.452977,"[263.097, -138.459, 172.999]",0.201232,"[-230.758, -141.718, 203.668]"
199,0.419237,"[-273.382, 87.185, 211.435]",0.243349,"[-284.977, -89.0594, 197.162]"
200,0.387218,"[-67.0177, -160.099, 990.461]",0.283735,"[-50.6875, 114.185, 1028.8]"
201,0.374969,"[20.8804, -109.762, 970.029]",0.279253,"[94.7126, -46.2857, 963.248]"
202,0.443703,"[286.517, -109.359, 266.471]",0.209252,"[-289.935, -96.0571, 249.047]"
203,0.423056,"[-130.372, 63.5728, 967.178]",0.231612,"[-50.4144, 101.766, 959.576]"
204,0.256834,"[273.036, 87.9697, 207.933]",0.402236,"[26.3537, -133.426, 976.828]"
205,0.316937,"[35.681, 95.1698, 987.741]",0.345215,"[105.477, 39.4386, 960.583]"
206,0.384391,"[-63.3303, 123.664, 1038.55]",0.270597,"[-127.994, 59.6618, 1033.51]"
207,0.356356,"[-39.869, 99.701, 956.754]",0.303065,"[3.70741, -98.2923, 992.794]"
208,0.313538,"[-240.427, 121.419, 225.225]",0.358171,"[-203.032, 14.4791, 962.801]"
209,0.431584,"[306.402, -149.814, 131.242]",0.237819,"[-274.336, -214.772, 160.581]"
210,0.395384,"[-29.8854, -103.345, 1031.72]",0.267878,"[-81.6661, -12.2707, 977.927]"
211,0.284854,"[230.968, -160.522, 212.222]",0.37858,"[51.8345, -123.008, 968.193]"
212,0.297293,"[263.863, 135.471, 226.605]",0.363476,"[-115.284, -22.1663, 955.215]"
213,0.424827,"[300.71, 150.64, 135.822]",0.241994,"[-296.83, 175.128, 162.303]"
214,0.350228,"[-105.442, -47.3114, 974.163]",0.308379,"[-56.7972, -111.951, 979.831]"
215,0.272272,"[287.731, 126.378, 216.478]",0.380143,"[-21.1439, -137.045, 998.268]"
216,0.380899,"[-117.62, -32.6273, 1003.48]",0.272708,"[-39.8886, -91.0613, 952.174]"
217,0.275634,"[-264.301, 172.295, 200.09]",0.377064,"[-197.389, 43.1325, 959.376]"
218,0.442193,"[236.765, -179.322, 210.609]",0.229558,"[-249.773, -148.454, 244.16]"
219,0.452042,"[-291.807, 85.745, 229.367]",0.205854,"[231.196, 127.205, 224.262]"
220,0.372431,"[-153.851, 73.2903, 1018.22]",0.295968,"[-53.2902, 140.146, 963.848]"
221,0.269553,"[258.008, -172.867, 222.589]",0.383298,"[27.5795, 101.917, 957.153]"
222,0.383975,"[54.5549, -108.36, 963.249]",0.273165,"[118.579, -61.776, 961.676]"
223,0.38715,"[-169.329, 40.9659, 969.716]",0.265732,"[-45.9159, 109.336, 973.612]"
224,0.423571,"[313.418, -90.8652, 257.05]",0.245565,"[345.24, 123.24, 147.906]"
225,0.317735,"[-22.3905, 86.2345, 1019.12]",0.343942,"[-83.505, 20.2426, 978.52]"
226,0.417859,"[-62.3604, -117.139, 961.716]",0.245449,"[-102.771, -23.5898, 952.26]"
227,0.187159,"[290.601, 197.316, 242.889]",0.471312,"[169.581, -14.4585, 960.094]"
228,0.333528,"[-33.2851, -101.973, 972.946]",0.333076,"[80.0826, -12.3427, 975.989]"
229,0.456771,"[-275.685, -197.66, 163.795]",0.197576,"[260.939, -91.9025, 208.47]"
230,0.297286,"[236.193, 181.439, 218.718]",0.35599,"[24.0117, 92.3732, 975.215]"
231,0.316793,"[-123.349, 52.2026, 1040.2]",0.348244,"[137.11, -71.7727, 958.94]"
232,0.461912,"[292.046, -91.838, 141.547]",0.205754,"[-268.942, -142.291, 169.146]"
233,0.387218,"[103.597, -53.585, 963.798]",0.274015,"[31.0429, -103.39, 954.353]"
234,0.318136,"[-265.329, 194.221, 207.399]",0.342233,"[-27.0029, 116.239, 956.128]"
235,0.459204,"[-241.351, -97.3631, 200.837]",0.212491,"[296.814, -91.1762, 242.513]"
236,0.46441,"[-289.738, -80.3426, 206.346]",0.193662,"[-305.997, 98.2716, 174.202]"
237,0.341636,"[240.289, 142.483, 231.629]",0.327829,"[-130.2, 0.840072, 962.51]"
238,0.362592,"[43.0687, -104.053, 954.252]",0.305877,"[57.22, 120.697, 993.564]"
239,0.369001,"[-104.801, -4.39682, 1033.16]",0.302335,"[-12.368, -82.9892, 980.48]"
240,0.432062,"[-311.083, 81.5153, 198.841]",0.232678,"[-263.735, -99.2468, 216.42]"
241,0.269949,"[-287.689, 82.332, 177.326]",0.396337,"[-25.3677, -96.2725, 979.198]"
242,0.35642,"[69.9839, -132.942, 950.043]",0.311845,"[170.3, -48.4217, 979.129]"
243,0.280721,"[-233.478, 173.358, 213.499]",0.375063,"[-17.4911, 142.349, 951.605]"
244,0.401493,"[-72.4072, 150.677, 1038.62]",0.253037,"[-99.9983, 47.3654, 974.799]"
245,0.455792,"[258.121, 201.693, 190.768]",0.204223,"[-294.376, 133.728, 143.603]"
246,0.370707,"[-99.3689, 27.5718, 1048.32]",0.285985,"[-37.0636, 110.259, 988.701]"
247,0.431863,"[-297.252, 94.1564, 217.947]",0.22714,"[-293.27, -106.885, 168.595]"
248,0.3916,"[89.2055, -33.855, 954.974]",0.261137,"[-11.4318, -104.724, 980.807]"
249,0.328178,"[-63.3374, -137.454, 1045.92]",0.338036,"[-169.057, -62.3451, 1003.84]"
250,0.420516,"[32.0197, -86.2417, 1034.15]",0.239146,"[83.7705, -17.9, 971.238]"
251,0.28846,"[310.084, 109.354, 266.399]",0.370219,"[128.051, -18.2887, 972.7]"
252,0.342954,"[-85.4236, -14.32, 953.578]",0.320021,"[123.545, -66.4723, 993.048]"
253,0.455649,"[237.407, -108.356, 214.118]",0.213825,"[-305.918, -194.672, 133.216]"
254,0.361686,"[-24.7483, 109.223, 959.851]",0.301163,"[-82.2708, -2.16901, 986.029]"
255,0.188666,"[-306.404, 90.5093, 256.565]",0.478873,"[1.54165, -163.946, 952.595]"
256,0.330118,"[-42.3452, 127.37, 1020.61]",0.339198,"[-125.636, 32.0422, 1043.72]"
257,0.366901,"[-98.5605, 30.4765, 1000.33]",0.289637,"[-45.6086, 137.272, 978.516]"
258,0.369803,"[17.8634, 87.942, 1017.77]",0.292897,"[94.9852, -10.3492, 968.591]"
259,0.394987,"[59.1715, 116.326, 956.524]",0.275852,"[100.289, 49.1794, 960.248]"
260,0.448147,"[289.127, 198.648, 147.219]",0.209646,"[-221.929, 161.14, 215.467]"
261,0.442332,"[265.973, -86.5918, 181.916]",0.220854,"[310.649, 99.0667, 243.917]"
262,0.310147,"[-231.467, -136.394, 208.702]",0.346959,"[-50.3268, 166.584, 965.98]"
263,0.437713,"[243.709, -114.028, 194.977]",0.223759,"[271.865, 95.0651, 227.529]"
264,0.447204,"[326.714, 81.7192, 225.543]",0.223335,"[279.76, -83.8806, 205.476]"
265,0.450288,"[-257.608, -176.031, 186.716]",0.218009,"[256.399, 94.6019, 210.093]"
266,0.31753,"[33.0026, 135.153, 997.797]",0.340349,"[111.445, 61.2327, 963.241]"
267,0.30407,"[-267.156, -159.389, 203.374]",0.352949,"[-221.409, 17.2031, 949.63]"
268,0.466952,"[241.842, 155.962, 213.023]",0.202174,"[-282.652, 190.547, 154.276]"
269,0.337944,"[-233.807, 125.335, 223.347]",0.32504,"[132.628, -13.4273, 971.255]"
270,0.352157,"[48.1405, 128.127, 985.484]",0.311253,"[109.412, -19.3103, 1024.82]"
