,scatter energy,scatter locations,absorption energies,absorption locations
183,0.202602,3,0.45979,4
184,0.472418,5,0.185996,2
185,0.427761,5,0.241374,6
186,0.424243,5,0.246327,4
187,0.180471,2,0.482469,5
188,0.471623,7,0.180695,1
189,0.430455,6,0.22937,5
190,0.206546,1,0.449774,5
191,0.412209,7,0.24324,4
192,0.423471,6,0.231029,7
193,0.433415,7,0.230634,6
194,0.428851,6,0.239829,7
195,0.14283,0,0.515738,7
196,0.472399,5,0.195529,0
197,0.474488,7,0.196701,1
198,0.413939,7,0.253734,4
199,0.476274,6,0.190583,3
200,0.475263,4,0.183884,0
201,0.476667,6,0.190181,3
202,0.398443,6,0.256827,7
203,0.419842,4,0.236176,5
204,0.176361,2,0.493347,4
205,0.432487,3,0.225856,0
206,0.418139,5,0.2405,4
207,0.469318,5,0.19561,3
208,0.430216,4,0.224585,5
209,0.431176,5,0.224622,6
210,0.180883,1,0.482281,6
211,0.378346,6,0.282023,5
212,0.470854,5,0.191241,3
213,0.183736,3,0.470531,7
214,0.43048,5,0.222056,6
215,0.389962,5,0.268549,4
216,0.435265,7,0.221154,6
217,0.192576,3,0.460759,4
218,0.418828,7,0.250024,6
219,0.124465,0,0.53869,4
220,0.434379,7,0.22367,4
221,0.411656,5,0.252074,6
222,0.468713,6,0.198122,3
223,0.428774,4,0.22912,7
224,0.420528,6,0.243808,5
225,0.472189,6,0.189413,2
226,0.426983,1,0.231135,2
227,0.179474,1,0.476269,5
228,0.187913,0,0.472404,6
229,0.430963,4,0.238343,5
230,0.391294,5,0.266593,4
231,0.434788,4,0.218757,5
232,0.430743,6,0.236507,5
233,0.185626,0,0.46828,7
234,0.426228,5,0.243712,6
235,0.420047,4,0.244578,5
236,0.430598,6,0.226357,7
237,0.465439,4,0.198767,2
238,0.41178,7,0.251264,4
239,0.438828,5,0.214768,7
240,0.475913,7,0.186142,1
241,0.417878,4,0.235102,5
242,0.399439,4,0.257551,5
243,0.435081,6,0.227474,7
244,0.423305,4,0.233057,7
245,0.415236,4,0.23917,5
246,0.414111,5,0.238483,6
247,0.429057,7,0.237441,4
248,0.430245,3,0.224598,2
249,0.177674,1,0.48376,6
250,0.105725,2,0.556689,7
251,0.473972,5,0.189936,0
252,0.471311,4,0.199047,1
253,0.172166,0,0.487338,6
254,0.475049,7,0.187681,1
255,0.428654,6,0.228026,5
256,0.0798661,0,0.584281,4
257,0.468829,4,0.185278,3
258,0.185051,0,0.472277,7
259,0.433327,0,0.224492,1
260,0.467629,4,0.194069,2
261,0.380751,7,0.282694,6
262,0.433357,7,0.232042,6
263,0.0770969,0,0.575891,4
264,0.426211,6,0.244632,5
265,0.421517,7,0.250134,6
266,0.428402,5,0.228039,6
267,0.414213,4,0.247699,7
268,0.474904,5,0.188854,3
269,0.430034,7,0.228485,6
270,0.42643,5,0.228345,4
271,0.422793,6,0.235282,5
272,0.423873,7,0.230067,6
273,0.183311,0,0.474921,7
274,0.413062,6,0.25518,5
275,0.369163,6,0.284817,7
276,0.107372,3,0.552759,5
277,0.424806,7,0.232108,4
278,0.420172,6,0.243219,7
279,0.40239,7,0.249908,6
280,0.41855,0,0.250285,1
281,0.429422,6,0.241024,5
282,0.409777,5,0.242779,4
283,0.417062,6,0.250374,7
284,0.198017,0,0.462902,6
285,0.41099,6,0.256528,5
286,0.43293,6,0.23069,5
287,0.476697,7,0.194554,2
288,0.39918,6,0.271383,7
289,0.419423,6,0.237376,5
290,0.47226,7,0.199196,2
291,0.475398,4,0.193579,0
292,0.174975,0,0.481541,6
293,0.409748,4,0.250234,5
294,0.41988,2,0.235812,3
295,0.426277,5,0.23455,4
296,0.195186,0,0.476086,7
297,0.418997,5,0.245664,4
298,0.416259,2,0.243735,1
299,0.475166,6,0.181655,3
300,0.470145,4,0.196193,1
301,0.403434,7,0.253216,6
302,0.403096,7,0.258709,4
303,0.422859,4,0.249117,5
304,0.402611,4,0.263683,5
305,0.430663,6,0.224149,7
306,0.476869,6,0.179353,3
307,0.434497,6,0.221762,5
308,0.428045,7,0.226103,4
309,0.215033,0,0.449509,6
310,0.472784,4,0.195997,0
311,0.472217,4,0.184475,2
312,0.190472,1,0.47954,6
313,0.471477,6,0.196148,2
314,0.179942,3,0.478669,4
315,0.469896,6,0.197169,3
316,0.434223,5,0.223318,4
317,0.0872158,0,0.568581,4
318,0.431377,5,0.235327,6
319,0.476813,6,0.191569,3
320,0.469597,4,0.189769,0
321,0.116638,2,0.539994,7
322,0.469187,7,0.200116,1
323,0.421628,6,0.238378,5
324,0.477297,5,0.186012,0
325,0.476834,7,0.184257,2
326,0.435051,6,0.227258,5
327,0.47047,4,0.193311,3
328,0.469543,7,0.202258,1
329,0.434129,5,0.228927,4
330,0.422557,4,0.24,7
331,0.423022,5,0.233497,4
332,0.4733,5,0.191987,0
333,0.419868,4,0.23372,7
334,0.426305,5,0.227316,4
335,0.388272,5,0.274253,6
336,0.469377,5,0.20037,3
337,0.403249,7,0.26807,6
338,0.413603,7,0.240394,4
339,0.404356,6,0.261881,5
340,0.424065,7,0.234597,6
341,0.425967,7,0.235188,6
342,0.201054,2,0.462158,4
343,0.427517,0,0.227593,3
344,0.394503,5,0.262807,4
345,0.189525,2,0.480894,5
346,0.113269,3,0.55154,6
347,0.475947,5,0.190758,3
348,0.067428,2,0.60211,6
349,0.394981,7,0.273654,4
350,0.431049,4,0.226493,5
351,0.428332,6,0.229842,7
352,0.433442,6,0.236045,5
353,0.434851,4,0.228095,7
354,0.476328,5,0.183298,0
355,0.41881,7,0.238637,4
356,0.379058,7,0.284105,4
357,0.428536,3,0.22745,0
358,0.38962,6,0.269511,5
359,0.399471,6,0.261498,5
360,0.46891,7,0.199926,2
361,0.47396,5,0.195484,3
362,0.435342,4,0.219856,5
363,0.476685,5,0.187542,0
364,0.384362,6,0.270491,5
365,0.472641,6,0.181475,2
366,0.42881,4,0.224831,7
367,0.426187,7,0.234978,6
368,0.430714,6,0.230167,7
369,0.471839,7,0.192016,1
370,0.467196,4,0.193442,3
371,0.433361,7,0.219305,6
372,0.433036,6,0.224596,5
373,0.423993,4,0.231644,5
374,0.470154,5,0.197482,3
375,0.420009,6,0.245756,5
376,0.469192,4,0.198954,1
377,0.434741,5,0.228985,4
378,0.172889,0,0.479319,6
379,0.429548,6,0.239,7
380,0.42625,6,0.235975,7
381,0.472854,5,0.187373,0
382,0.476766,6,0.192215,3
383,0.400288,6,0.268886,7
384,0.411096,7,0.258146,6
385,0.107897,2,0.55194,6
386,0.063168,3,0.58947,6
387,0.421715,5,0.243159,6
388,0.413746,7,0.244099,6
389,0.408641,4,0.256395,5
390,0.428487,5,0.232807,6
391,0.425921,5,0.23887,4
392,0.472388,4,0.189004,1
393,0.472593,4,0.190649,1
394,0.422278,6,0.247664,7
395,0.428624,6,0.232496,5
396,0.434139,6,0.221405,4
397,0.382643,4,0.284171,7
398,0.426896,6,0.225643,7
399,0.435441,7,0.216942,4
400,0.469977,5,0.182998,3
401,0.418667,3,0.239517,2
402,0.407103,6,0.263482,7
403,0.477325,4,0.19158,0
404,0.202721,1,0.452765,5
405,0.425577,4,0.229928,5
406,0.432067,4,0.229351,5
407,0.470345,7,0.185643,2
408,0.476301,7,0.181018,1
409,0.388365,6,0.268265,7
410,0.386114,7,0.276314,4
411,0.398742,4,0.263578,7
412,0.434841,4,0.225983,7
413,0.423766,7,0.244774,6
414,0.411761,6,0.253281,7
415,0.364137,7,0.289393,4
416,0.415983,4,0.238336,5
417,0.429446,3,0.230982,2
418,0.43504,7,0.234913,6
419,0.198517,0,0.461658,6
420,0.403094,1,0.257425,2
421,0.396784,4,0.255281,7
422,0.425703,4,0.229155,7
423,0.388906,4,0.276082,7
424,0.422565,7,0.230081,6
425,0.475296,6,0.187232,2
426,0.19605,0,0.467305,6
427,0.417196,5,0.246986,6
428,0.431277,4,0.230309,7
429,0.47239,7,0.198278,2
430,0.476787,4,0.186066,0
431,0.475861,4,0.178555,0
432,0.472111,7,0.19271,2
433,0.420376,5,0.237818,4
434,0.420144,0,0.248669,1
435,0.469303,5,0.197614,3
436,0.423998,6,0.247758,5
437,0.432729,5,0.231262,4
438,0.431144,6,0.226011,5
439,0.192519,1,0.473253,6
440,0.422702,6,0.244965,5
441,0.406399,4,0.260683,5
442,0.421492,7,0.246851,6
443,0.206416,3,0.449282,7
444,0.422628,6,0.236651,7
445,0.390272,6,0.271146,5
446,0.0720383,2,0.582474,6
447,0.419355,7,0.245156,6
448,0.473749,5,0.18921,0
449,0.419708,6,0.243985,5
450,0.475368,4,0.196304,0
451,0.171969,1,0.492648,6
452,0.417176,6,0.246848,5
453,0.411209,6,0.251687,5
454,0.412029,7,0.253823,4
455,0.433615,3,0.223083,2
456,0.406543,7,0.258636,6
457,0.42423,7,0.242087,4
458,0.077479,1,0.584076,7
459,0.400875,4,0.260709,5
460,0.475939,4,0.191188,3
461,0.41156,5,0.241966,4
462,0.471456,7,0.196589,2
463,0.187029,1,0.474963,6
464,0.421668,5,0.234422,6
465,0.427451,6,0.230437,7
466,0.471996,6,0.184257,3
467,0.477345,7,0.185845,1
468,0.189384,1,0.479068,6
469,0.361853,6,0.302997,5
470,0.422686,4,0.238234,5
471,0.424918,4,0.236735,7
472,0.475869,5,0.19454,3
473,0.41431,7,0.248968,6
474,0.392701,7,0.267592,4
475,0.475736,4,0.179304,2
476,0.404386,7,0.252985,6
477,0.19119,2,0.479537,5
478,0.120344,3,0.551224,6
479,0.188917,0,0.463576,6
480,0.429305,5,0.231077,6
481,0.425022,7,0.230213,4
482,0.102296,2,0.555416,6
483,0.408069,5,0.249767,6
484,0.473953,4,0.195387,0
485,0.403056,4,0.25588,7
486,0.431205,4,0.229357,5
487,0.427317,4,0.234,5
488,0.42467,6,0.247183,7
489,0.429695,5,0.241931,4
490,0.41769,5,0.24961,4
491,0.434985,5,0.22976,6
492,0.179203,3,0.478684,4
493,0.43517,6,0.23385,7
494,0.379896,5,0.281146,4
495,0.190901,0,0.464697,6
496,0.419532,5,0.234336,6
497,0.434403,6,0.234729,7
498,0.424733,6,0.228571,7
499,0.468655,6,0.186652,3
500,0.366628,5,0.297626,4
501,0.471354,5,0.192246,3
502,0.430458,4,0.222504,5
503,0.419446,6,0.240335,7
504,0.470719,7,0.200976,2
505,0.468704,5,0.198544,3
506,0.428799,7,0.232068,6
507,0.183818,0,0.481999,7
508,0.391004,6,0.278806,5
509,0.466742,5,0.185591,2
510,0.395584,4,0.260308,7
511,0.47188,5,0.185263,0
512,0.429615,7,0.226898,6
513,0.43418,7,0.237281,4
514,0.339724,7,0.3167,6
515,0.214249,0,0.448683,6
516,0.180703,0,0.482794,6
517,0.416336,1,0.239915,0
518,0.398342,5,0.264309,6
519,0.189689,1,0.472789,5
520,0.473839,6,0.184504,3
521,0.434379,6,0.235107,5
522,0.431767,5,0.23077,6
523,0.390242,4,0.27272,5
524,0.431176,6,0.229363,5
525,0.470316,4,0.185104,0
526,0.410406,4,0.255401,7
527,0.47417,7,0.192485,2
528,0.407554,2,0.258051,3
529,0.4132,5,0.25137,6
530,0.469876,7,0.188809,1
531,0.469704,7,0.191571,1
532,0.41105,5,0.246871,4
533,0.382575,5,0.284164,6
534,0.396379,5,0.266829,6
535,0.395258,2,0.26295,3
536,0.416857,4,0.236376,5
537,0.46484,4,0.197301,2
538,0.423108,6,0.247447,5
539,0.473426,6,0.186698,2
540,0.182158,0,0.47018,6
541,0.195311,2,0.458749,4
542,0.117535,0,0.547778,4
543,0.472743,5,0.181617,3
544,0.192278,1,0.473008,6
545,0.435004,5,0.224727,6
546,0.397121,7,0.257516,6
547,0.40484,7,0.24859,4
548,0.17574,3,0.477801,4
549,0.476992,6,0.187944,3
550,0.383413,7,0.282452,4
551,0.43093,4,0.233781,5
552,0.435114,7,0.220507,4
553,0.429416,7,0.240692,4
554,0.417337,6,0.251751,7
555,0.415317,7,0.239498,6
556,0.475291,7,0.181215,1
557,0.432303,7,0.222919,4
558,0.425257,6,0.227107,5
559,0.427028,4,0.235925,5
560,0.196171,1,0.472884,6
561,0.209372,0,0.458733,7
562,0.469154,7,0.18782,2
563,0.377909,5,0.277764,6
564,0.431636,5,0.236097,6
565,0.468878,5,0.185452,0
566,0.426101,4,0.240638,5
567,0.424235,4,0.243799,5
568,0.473733,6,0.197967,2
569,0.431671,5,0.236854,6
570,0.389472,5,0.266127,6
571,0.470506,5,0.199459,3
572,0.426779,7,0.22743,4
573,0.47677,4,0.188788,0
574,0.429469,5,0.226937,6
575,0.472455,7,0.196792,1
576,0.187023,0,0.466731,7
577,0.425771,6,0.236672,5
578,0.415128,6,0.246996,5
579,0.425362,6,0.238703,5
580,0.180721,2,0.47833,4
581,0.433887,4,0.223795,5
582,0.472849,4,0.186334,1
583,0.127359,2,0.543551,6
584,0.428309,6,0.236943,5
585,0.426796,0,0.227047,1
586,0.422833,4,0.230363,7
587,0.470391,6,0.186242,3
588,0.39457,7,0.268856,6
589,0.432148,5,0.225047,4
590,0.198828,0,0.465878,6
591,0.174809,2,0.479327,4
592,0.129312,0,0.526721,5
593,0.431582,4,0.227125,7
594,0.399692,4,0.254926,5
595,0.185045,1,0.469291,5
596,0.428587,4,0.224404,5
597,0.428387,7,0.226226,4
598,0.432904,4,0.234374,7
599,0.472832,7,0.195157,1
600,0.468926,6,0.19419,2
601,0.417401,2,0.247722,3
602,0.47223,7,0.181058,2
603,0.477108,6,0.186728,2
604,0.429546,6,0.233232,7
605,0.403338,7,0.251119,4
606,0.211116,1,0.460858,5
607,0.429321,3,0.229594,2
608,0.41849,5,0.235137,6
609,0.473426,6,0.188542,3
610,0.475697,4,0.185342,0
611,0.472774,4,0.189607,0
612,0.432608,4,0.222119,5
613,0.427539,6,0.236931,5
614,0.426431,7,0.228202,6
615,0.419519,5,0.246318,6
616,0.419766,7,0.23274,6
617,0.427109,5,0.226893,6
618,0.368226,2,0.293129,0
619,0.406958,5,0.253159,6
620,0.476655,6,0.182539,2
621,0.421285,5,0.246164,6
622,0.471407,4,0.184148,2
623,0.427345,7,0.22737,6
624,0.183349,1,0.47588,6
625,0.423477,6,0.23363,5
626,0.474865,5,0.186302,0
627,0.41126,5,0.246311,6
628,0.0974535,0,0.55775,4
629,0.432187,5,0.231094,6
630,0.424088,6,0.232621,5
631,0.178909,0,0.47556,6
632,0.431332,4,0.23086,7
633,0.403138,7,0.255327,6
634,0.435262,5,0.221262,6
635,0.431674,4,0.231729,5
636,0.349042,7,0.304809,6
637,0.472995,6,0.193186,2
638,0.423871,6,0.238956,7
639,0.417374,4,0.240393,7
640,0.426746,7,0.233124,4
641,0.434187,7,0.220096,6
642,0.421391,5,0.238285,6
643,0.407321,4,0.253086,5
644,0.473155,5,0.183868,3
645,0.397318,2,0.266761,1
646,0.431529,7,0.221656,4
647,0.180533,2,0.479115,4
648,0.119251,3,0.537767,6
649,0.434235,5,0.224865,4
650,0.429372,0,0.227404,1
651,0.180498,0,0.487761,6
652,0.425302,6,0.242574,5
653,0.20201,0,0.459519,7
654,0.431445,0,0.222754,3
655,0.431093,6,0.227844,7
656,0.161192,3,0.491441,7
657,0.396384,4,0.25694,7
658,0.429564,6,0.223423,5
659,0.1804,1,0.484079,5
660,0.434005,0,0.229314,1
661,0.430593,6,0.23099,5
662,0.432985,5,0.238396,4
663,0.47678,7,0.176497,1
664,0.40459,6,0.253872,7
665,0.434989,6,0.224201,5
666,0.429227,5,0.228017,4
667,0.476729,4,0.193365,1
668,0.375115,4,0.289826,5
669,0.423607,6,0.242115,7
670,0.427137,7,0.233474,4
671,0.421335,6,0.248646,7
672,0.43501,7,0.223063,4
673,0.474953,4,0.191577,3
674,0.425314,4,0.239204,7
675,0.206307,0,0.454233,6
676,0.426583,4,0.230023,5
677,0.435362,5,0.228088,6
678,0.430667,4,0.224551,5
679,0.425978,5,0.228376,4
680,0.471891,6,0.196952,3
681,0.0875634,3,0.580039,5
682,0.425888,5,0.23008,6
683,0.400933,4,0.257436,7
684,0.342917,4,0.316594,7
685,0.466855,4,0.199161,3
686,0.191394,3,0.480176,4
687,0.471576,4,0.197343,1
688,0.428219,4,0.224543,7
689,0.181792,0,0.478608,7
690,0.183754,3,0.488132,7
691,0.47082,6,0.18656,2
692,0.394919,5,0.273643,4
693,0.198853,2,0.459628,5
694,0.422784,5,0.240556,6
695,0.465168,5,0.191408,2
696,0.35054,4,0.315558,5
697,0.426106,7,0.22803,4
698,0.422317,4,0.23844,7
699,0.410512,7,0.243115,4
700,0.411076,6,0.254563,5
701,0.0566427,3,0.609846,5
702,0.191497,0,0.471497,6
703,0.373079,4,0.288668,7
704,0.420603,4,0.247868,5
705,0.18869,1,0.46838,5
706,0.426662,4,0.24526,7
707,0.47042,4,0.200268,0
708,0.418323,4,0.240255,7
709,0.413021,4,0.251494,7
710,0.472875,6,0.185888,2
711,0.425572,7,0.242039,4
712,0.434897,5,0.221021,6
713,0.197806,1,0.455379,5
714,0.43275,4,0.22757,5
715,0.193367,0,0.469005,7
716,0.371285,4,0.284309,5
717,0.169482,2,0.493767,5
718,0.422494,5,0.234271,4
719,0.471886,4,0.18074,3
720,0.475268,5,0.185912,3
721,0.175746,3,0.479187,4
722,0.471075,6,0.196247,2
723,0.417812,5,0.251736,6
724,0.189441,1,0.474924,6
725,0.405013,4,0.248896,7
726,0.470785,6,0.188251,2
727,0.422765,6,0.234584,7
728,0.469501,4,0.194222,1
729,0.18157,1,0.490007,5
730,0.476102,5,0.176678,3
731,0.429085,4,0.22718,5
732,0.40522,6,0.262775,5
733,0.417241,4,0.248587,7
734,0.474101,6,0.194131,3
735,0.417547,5,0.241717,6
736,0.417104,7,0.242343,4
737,0.426941,4,0.226755,5
738,0.404355,4,0.251084,7
739,0.395679,0,0.265078,3
740,0.419623,7,0.245168,4
741,0.172184,2,0.488485,5
742,0.418323,7,0.246504,6
743,0.431466,4,0.222629,5
744,0.361769,4,0.309636,7
745,0.424889,6,0.241534,7
746,0.430005,5,0.224077,4
747,0.477376,7,0.188865,2
748,0.475507,4,0.194625,0
749,0.475931,5,0.185477,0
750,0.422184,5,0.244722,6
751,0.428773,6,0.233396,7
752,0.47414,5,0.191785,0
753,0.425573,4,0.243926,7
754,0.472501,7,0.192783,2
755,0.19088,1,0.46637,5
756,0.422908,7,0.241699,4
757,0.397813,3,0.258701,0
758,0.435432,5,0.219705,4
759,0.201956,0,0.458407,7
760,0.350906,5,0.309477,6
761,0.413996,6,0.238322,7
762,0.423149,4,0.22926,5
763,0.426668,4,0.238366,7
764,0.433908,7,0.219596,6
765,0.422329,5,0.238609,6
766,0.416085,4,0.243321,7
767,0.175322,2,0.488234,5
768,0.466697,4,0.185639,2
769,0.431678,6,0.22811,5
770,0.428578,6,0.227891,7
771,0.425288,4,0.235005,7
772,0.432499,6,0.234741,5
773,0.41082,5,0.244105,4
774,0.4285,7,0.228939,4
775,0.475299,4,0.180696,2
776,0.470969,5,0.196541,0
777,0.41386,0,0.253484,3
778,0.394394,6,0.258113,5
779,0.419712,5,0.232898,4
780,0.432867,4,0.226211,5
781,0.47345,6,0.192999,3
782,0.424445,6,0.229954,7
783,0.411138,7,0.243478,6
784,0.416628,5,0.254806,6
785,0.195269,0,0.466957,7
786,0.187754,1,0.482035,6
787,0.413633,7,0.255089,6
788,0.197191,1,0.457717,5
789,0.195791,1,0.469049,5
790,0.381515,7,0.270558,4
791,0.474035,6,0.192043,2
792,0.407855,3,0.245503,0
793,0.430489,6,0.234807,7
794,0.431264,4,0.223257,7
795,0.414816,7,0.247182,4
796,0.432421,5,0.219663,6
797,0.433083,5,0.218985,4
798,0.111763,1,0.544428,7
799,0.185879,1,0.475796,6
800,0.396123,4,0.260611,5
801,0.425444,7,0.239541,4
802,0.47424,4,0.188142,1
803,0.421864,4,0.236625,5
804,0.414309,1,0.242173,0
805,0.470918,4,0.191769,1
806,0.427071,4,0.231954,7
807,0.473602,7,0.184084,2
808,0.469907,5,0.183531,3
809,0.197824,1,0.468912,6
810,0.41912,6,0.236501,5
811,0.190138,0,0.477304,7
812,0.434027,5,0.220965,4
813,0.426509,5,0.237101,4
814,0.175823,0,0.480831,7
815,0.422604,2,0.229639,1
816,0.423835,5,0.23503,6
817,0.431454,7,0.230872,4
818,0.412721,5,0.247877,4
819,0.184378,1,0.478539,6
820,0.424289,7,0.229842,6
821,0.408209,7,0.257945,4
822,0.425594,7,0.239226,5
823,0.427202,4,0.238789,7
824,0.412468,5,0.247953,4
825,0.402868,4,0.258849,7
826,0.193753,1,0.460946,5
827,0.184629,0,0.475805,7
828,0.470025,4,0.191106,0
829,0.471048,6,0.193631,2
830,0.474821,7,0.189012,2
831,0.428929,4,0.241685,5
832,0.387831,5,0.270627,4
833,0.46874,4,0.189473,0
834,0.474035,6,0.193049,2
835,0.401752,0,0.252982,3
836,0.417207,7,0.244485,6
837,0.429726,3,0.239182,2
838,0.429835,7,0.235351,6
839,0.419232,6,0.234125,5
840,0.419421,4,0.249497,5
841,0.390644,4,0.278361,7
842,0.430884,6,0.234713,5
843,0.415321,4,0.254336,5
844,0.472046,5,0.188028,3
845,0.37958,4,0.281572,7
846,0.42269,5,0.246586,7
847,0.412847,3,0.249865,2
848,0.435042,6,0.220621,5
849,0.470482,7,0.186972,2
850,0.46544,4,0.199023,2
851,0.40077,4,0.253207,5
852,0.469477,7,0.191157,1
853,0.423021,5,0.246286,6
854,0.414598,5,0.244427,6
855,0.429745,4,0.225448,5
856,0.430049,7,0.237302,6
857,0.142962,3,0.51528,7
858,0.424523,2,0.235407,1
859,0.38364,5,0.269181,6
860,0.423079,5,0.230193,4
861,0.470927,5,0.183734,0
862,0.42391,7,0.234763,6
863,0.424128,5,0.243156,6
864,0.422125,5,0.242479,6
865,0.18779,0,0.466612,6
866,0.419562,6,0.247586,7
867,0.18424,2,0.481814,4
868,0.42712,5,0.238808,6
869,0.196665,0,0.467184,7
870,0.42657,7,0.235362,6
